Type,City,Country,Latitude,Longitude
destination charger,Deutschkreutz,Austria,47.602657,16.621746
destination charger,Orvault,France,47.252083,-1.619092
supercharger,Aspen,United States,39.204837,-106.858507
supercharger,Patterson,United States,37.4665,-121.174442
destination charger,Qualicum Beach,Canada,49.35609,-124.438562
supercharger,Seattle,United States,47.610024,-122.332078
destination charger,Fügenberg,Austria,47.337255,11.841019
destination charger,Brussel,Belgium,50.844343,4.366451
destination charger,Quesmy,France,49.635238,3.064695
destination charger,Shepherdstown,United States,39.43669,-77.804762
destination charger,Jorvas,Finland,60.118454,24.523133
standard charger,埔里鎮,Taiwan,23.939639,120.940758
destination charger,Walla Walla,United States,46.022244,-118.410638
destination charger,Wien,Austria,48.166748,16.345207
supercharger,Trzebownisko,Poland,50.089177,22.04579
standard charger,Hong Kong,"Hong Kong S.A.R., China",22.355187,114.125665
destination charger,Szklarska Poreba,Poland,50.825401,15.539113
destination charger,Weissensee,Austria,46.723302,13.267861
destination charger,Baulkham Hills,Australia,-33.758966,150.991586
destination charger,Krakow,Poland,50.065629,19.945439
destination charger,Omaha,United States,41.261001,-96.181076
destination charger,Bethesda,United States,38.991229,-77.095893
destination charger,Portet-sur-Garonne,France,43.536844,1.403825
destination charger,South Padre Island,United States,26.082599,-97.161387
standard charger,魚池鄉,Taiwan,23.862917,120.908604
supercharger,Hartford,United States,41.766493,-72.674129
destination charger,Thompsonville,United States,44.5192603,-85.9906554
destination charger,Tahoe City,United States,39.16093,-120.145295
destination charger,Hawthorne,United States,33.901253,-118.371181
destination charger,Derby,United Kingdom,52.975428,-1.404159
supercharger,Norfolk,United States,36.860525,-76.207467
destination charger,Chicago,United States,41.896792,-87.625142
supercharger,Pointe-Claire,Canada,45.464201,-73.8281
standard charger,Port d'Alcúdia,Spain,39.844614,3.134509
destination charger,West Palm Beach,United States,26.707605,-80.05679
destination charger,Täby,Sweden,59.445166,18.073511
destination charger,Rysstad,Norway,59.091212,7.541092
supercharger,Baton Rouge,United States,30.423892,-91.154637
supercharger,Thornton,United States,39.914897,-104.985596
supercharger,Lynnfield,United States,42.516588,-71.03219
supercharger,Brooklyn,United States,40.683715,-73.974337
destination charger,Darlowo,Poland,54.437617,16.376414
destination charger,Louny,Czech Republic,50.374557,13.645392
destination charger,Washington,United States,30.220619,-96.25977
supercharger,DeFuniak Springs,United States,30.720702,-86.116677
destination charger,Rovinj,Croatia,45.075573,13.636981
destination charger,Montebello,Canada,45.645914,-74.950333
destination charger,泰安鄉,Taiwan,24.469049,120.968796
destination charger,Dallas,United States,32.785831,-96.801945
destination charger,Mayfield,Australia,-32.891821,151.744469
destination charger,Santa Monica,United States,34.03032,-118.48186
supercharger,Antioch,United States,37.96276,-121.737539
supercharger,Toowoomba,Australia,-27.578133,151.947179
supercharger,Geiselwind,Germany,49.769148,10.47046
destination charger,Murphys,United States,38.142564,-120.495249
destination charger,Waterloo,Canada,43.50647,-80.555474
supercharger,L´Aldea,Spain,40.753019,0.606421
destination charger,Riva del Garda,Italy,45.886684,10.838111
destination charger,Elk,United States,39.1270371,-123.7144402
destination charger,Greenville,United States,34.825788,-82.323732
destination charger,Honfleur,France,49.424087,0.223479
destination charger,Santa Barbara,United States,34.41832,-119.671381
destination charger,Stegersbach,Austria,47.171624,16.148014
destination charger,Blue Mountains,Canada,44.502626,-80.304949
destination charger,Mattsee,Austria,47.97167,13.106158
destination charger,Rians,France,43.612833,5.690649
destination charger,Tuxtla Gutierrez,Mexico,16.754026,-93.147326
destination charger,Mendocino,United States,39.3154958,-123.799205
destination charger,Puebla,Mexico,19.120783,-98.258439
destination charger,Xochitepec,Mexico,18.793322,-99.228614
destination charger,Queretaro,Mexico,20.574125,-100.358653
destination charger,Forks,United States,47.914774,-124.544249
destination charger,Swasnea,United Kingdom,51.584496,-4.124613
destination charger,Manhattan,United States,40.768283,-73.961149
destination charger,成田,Japan,35.83005,140.377438
destination charger,Manhattan,United States,40.736293,-73.991939
destination charger,Manhattan,United States,40.767615,-73.961509
destination charger,Mieders,Austria,47.169474,11.38203
destination charger,Montgomery,United States,32.363172,-86.140551
destination charger,Montaione,Italy,43.552738,10.911548
destination charger,Manhattan,United States,40.770772,-73.981795
supercharger,Traverse City,United States,44.744688,-85.64404
destination charger,Falmouth,United States,41.631265,-70.594347
destination charger,Fortuna,United States,40.578286,-124.152926
destination charger,Valladolid,Spain,41.62165,-4.748479
destination charger,Barcelona,Spain,41.380261,2.186361
destination charger,Rhenen,Netherlands,51.955958,5.58951
destination charger,Atlantic City,United States,39.3783892,-74.4353557
supercharger,Anaheim,United States,33.86675,-117.747716
destination charger,Niagara-on-the-Lake,Canada,43.2533712,-79.0682364
destination charger,Monterrey,Mexico,25.6508,-100.292454
destination charger,Puebla,Mexico,19.032896,-98.230187
destination charger,Xalapa,Mexico,19.558173,-96.931181
destination charger,Coeur d'Alene,United States,47.6978563,-116.8086523
destination charger,Vail,United States,39.64258,-106.378004
destination charger,Sidmouth,United Kingdom,50.677089,-3.244075
destination charger,Soelden,Austria,46.95461,11.015102
destination charger,Exeter,United Kingdom,50.69202,-3.517897
destination charger,Barnstaple,United Kingdom,51.075185,-4.053657
standard charger,"Arguedas, Navarra",Spain,42.188448,-1.579636
destination charger,Pachuca,Mexico,20.07947,-98.773259
destination charger,Toluca,Mexico,19.339603,-99.581204
destination charger,Nordfjordeid,Norway,61.904346,5.995947
destination charger,Aspen,United States,39.1867406,-106.8215018
destination charger,Yukon,United States,35.478122,-97.750819
supercharger,Goulburn,Australia,-34.755597,149.720984
destination charger,Aguascalientes,Mexico,21.848414,-102.293171
destination charger,El Desagae,Mexico,21.102948,-101.637287
destination charger,Tenterfield,Australia,-29.059593,152.017888
destination charger,Pribram,Czech Republic,49.689742,13.981832
destination charger,Monterrey,Mexico,25.653238,-100.275547
supercharger,Greenville,United States,31.855989,-86.635765
destination charger,Whitfield,Australia,-36.762624,146.416395
destination charger,Mount Gambier,Australia,-37.832336,140.794574
destination charger,Praha 2,Czech Republic,50.080146,14.435761
destination charger,Sulingen,Germany,52.673338,8.782287
destination charger,貢寮區,Taiwan,25.018773,121.94409
destination charger,Muenchen,Germany,48.174838,11.58582
destination charger,Porto-Vecchio,France,41.536124,9.275924
destination charger,Chihuahua,Mexico,28.662662,-106.127617
destination charger,Trearddur Bay,United Kingdom,53.280792,-4.622538
destination charger,Hawkshaw,United Kingdom,53.631076,-2.370914
destination charger,Le Puy-Sainte-Reparade,France,43.639988,5.468868
destination charger,Conwy,United Kingdom,53.24907,-3.834715
destination charger,Murol,France,45.562517,2.937447
destination charger,Beverly Hills,United States,34.0666534,-118.4010018
destination charger,Eureka,United States,40.803762,-124.160955
destination charger,Willingen,Germany,51.294842,8.606253
destination charger,Miami,United States,25.791465,-80.186209
destination charger,Clinton,United States,40.629178,-74.917601
destination charger,London,United Kingdom,51.502148,-0.159996
destination charger,Vantaa,Finland,60.336296,24.926094
destination charger,Hamburg,Germany,53.560549,10.012693
destination charger,Ivins,United States,37.185035,-113.706455
destination charger,Bangor,United Kingdom,54.647366,-5.656311
destination charger,Ballymena,United Kingdom,54.855313,-6.31209
destination charger,Den Haag,Netherlands,52.059399,4.362439
destination charger,Flensburg,Germany,54.792487,9.433292
destination charger,Rottach-Egern,Germany,47.696841,11.75784
supercharger,Wertheim,Germany,49.770776,9.576252
destination charger,Ayrshire,United Kingdom,55.084021,-4.988205
destination charger,新屋區,Taiwan,24.960196,121.089147
destination charger,Kennebunkport,United States,43.352154,-70.472727
destination charger,West Hollywood,United States,34.091985,-118.377766
destination charger,Gulpen,Netherlands,50.815947,5.902148
destination charger,Wangels,Germany,54.310633,10.797778
destination charger,Parndorf,Austria,47.97867,16.848073
destination charger,Peebles,United Kingdom,55.688439,-3.218717
destination charger,Sankt Anton am Arlberg,Austria,47.139467,10.276988
destination charger,Key West,United States,24.553609,-81.794764
destination charger,Odemira,Portugal,37.600584,-8.621277
destination charger,Langenfeld,Germany,51.125129,6.993425
destination charger,Bad Fuessing,Germany,48.345628,13.309784
destination charger,Avon,United States,39.636509,-106.524947
supercharger,Hubei,,32.3358428,111.7164428
destination charger,Vias,France,43.312748,3.362788
destination charger,Vinton,United States,30.1516232,-93.6375554
supercharger,Tannersville,United States,41.045431,-75.312237
destination charger,Alzey,Germany,49.746281,8.111299
destination charger,Geelong,Australia,-38.147286,144.366238
destination charger,Montreuil,France,50.463167,1.76005
destination charger,Fish Creek,Australia,-38.694446,146.082383
destination charger,Churchill,Australia,-38.315499,146.419641
destination charger,Boca Raton,United States,26.376045,-80.076769
destination charger,Ueberherrn,Germany,49.252973,6.731595
destination charger,Muelheim an der Ruhr,Germany,51.41747,6.888923
destination charger,長崎市,Japan,32.751524,129.871679
destination charger,羅東鎮,Taiwan,24.676272,121.781481
supercharger,Henderson,United States,35.970888,-114.910711
destination charger,Lucca,Italy,43.826572,10.495993
destination charger,MAUGUIO,France,43.545668,3.973632
destination charger,Cincinnati,United States,39.1562472,-84.4239414
destination charger,Merimbula,Australia,-36.892783,149.909089
destination charger,Buehl,Germany,48.629031,8.207483
destination charger,Grindelwald,Switzerland,46.646361,8.052375
destination charger,Silkeborg,Denmark,56.153797,9.560601
destination charger,Benson,United States,35.374259,-78.541779
destination charger,Essen,Germany,51.452238,7.007522
destination charger,Vinay,France,49.008209,3.90791
destination charger,Long Island City,United States,40.745627,-73.955638
destination charger,Tankersley,United Kingdom,53.489404,-1.486268
standard charger,San Marcello,Italy,43.568138,13.231555
destination charger,Cheltenham,United Kingdom,51.926518,-2.041776
supercharger,Skaidi,Norway,70.432146,24.505947
destination charger,Chula Vista,United States,32.636738,-117.099984
supercharger,Takasaski,Japan,36.307802,139.097401
supercharger,Pamplona,Spain,42.783861,-1.630794
destination charger,fagagna,Italy,46.126342,13.069544
destination charger,Saarlouis,Germany,49.317262,6.755291
destination charger,Austin,United States,30.25196,-97.746725
destination charger,Shaunavon,Canada,49.651266,-108.412919
supercharger,Auburn,United States,32.627837,-85.445105
destination charger,New York,United States,40.77373,-73.989713
destination charger,Flushing,United States,40.762331,-73.825583
destination charger,New Westminster,Canada,49.199792,-122.912603
destination charger,Brooklyn,United States,40.736562,-73.959195
destination charger,Groveland,United States,37.875969,-119.858266
destination charger,Miami,United States,25.772724,-80.185998
destination charger,Channelview,United States,29.783178,-95.112484
destination charger,Canberra,Australia,-35.299456,149.124814
supercharger,Austin,United States,30.389267,-97.73974
destination charger,Edmonton,Canada,53.5421516,-113.5008612
destination charger,Pinzolo,Italy,46.166365,10.766066
destination charger,Columbia,United States,38.950837,-92.328797
destination charger,Friedrichshafen,Germany,47.675678,9.441441
destination charger,Bad Wildungen,Germany,51.113365,9.078443
destination charger,Chabeuil,France,44.914069,4.964972
destination charger,Duck,United States,36.223442,-75.770782
destination charger,Basel,Switzerland,47.579826,7.596581
destination charger,Santiago de Compostela,Spain,42.870401,-8.582262
destination charger,Bergen,Germany,47.806801,12.585609
supercharger,Mont-Tremblant,Canada,46.116487,-74.57408
supercharger,San Antonio,United States,29.666298,-98.633279
destination charger,Dublin,United States,37.704375,-121.865755
destination charger,Chlumec nad Cidlinou,Czech Republic,50.157151,15.453618
destination charger,Feldafing,Germany,47.952807,11.301318
destination charger,Port Aransas,United States,27.773875,-97.106341
destination charger,Tijuana,Mexico,32.530066,-116.955914
destination charger,Puebla,Mexico,19.093911,-98.229423
destination charger,Woodstock,United States,43.5967449,-72.6007491
destination charger,London,Canada,42.927365,-81.215814
destination charger,London,Canada,42.931599,-81.218504
supercharger,Sveg,Sweden,62.034484,14.366261
destination charger,Chertsey,United Kingdom,51.37391,-0.533845
destination charger,Mazatlan,Mexico,23.268031,-106.463676
destination charger,Ensenada,Mexico,31.86523,-116.662313
destination charger,Point Clear,United States,30.48417,-87.93389
supercharger,Randers,Denmark,56.43301468,10.05558366
destination charger,Reith im Alpbachtal,Austria,47.41756,11.878755
supercharger,Sandane,Norway,61.77824031,6.213241712
supercharger,Campogalliano,Italy,44.685971,10.851913
destination charger,Arnsberg,Germany,51.400902,8.064567
